type,title,content,url
lexique,PERTE INDIRECTES,"A la suite d'un sinistre, vous pouvez avoir à faire face à des frais supplémentaires très divers (Frais de transport, restaurant, courrier...). L'objet de cette garantie est de vous dédommager de certains frais exceptionnels consécutifs à un sinistre pris en charge par l'assureur. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/perte-indirectes
lexique,PPRIME,Somme à payer pour bénéficier des garanties de votre contrat N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS,https://www.comar.tn/lexique/pprime
lexique,PRIME PERIODIQUE,"Cette catégorie concerne plutôt les contrats d'épargne-placement pour lesquels un échéancier des primes à payer a été établi fixant ainsi la périodicité des prélèvements (mensuels, trimestriels, semestriels ou annuels) N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/prime-periodique
lexique,PRIME UNIQUE,"A la différence de la prime périodique qui engage régulièrement le souscripteur à verser une somme à date fixe, la prime unique se caractérise par un versement unique effectué à la souscription du contrat. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/prime-unique
lexique,PRINCIPALE,"(Date d'échéance principale): c'est la date anniversaire de votre contrat. Même si vous payez votre cotisation trimestriellement, mensuellement, ou semestriellement, une seule de vos échéances est principale. C'est la seule date qui fait référence pour le respect du préavis de résiliation. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/principale
lexique,PROPORTIONNELLE (Règle),"Le code des assurances prévoit une réduction des indemnités en cas de sinistre si il s'avère, qu'il y a une insuffisance dans les capitaux assurés (règle proportionnelle de capitaux), ou si les déclarations faîtes à la souscription ne sont pas conformes à la réalité du risque (règle proportionnelle de prime). N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/proportionnelle-regle
lexique,PRORATA TEMPORIS,"C'est le calcul qui est fait lorsque, par exemple, votre contrat est résilié avant son échéance : une portion de la prime vous est due sur la période pendant laquelle vous n'avez pas été assuré. Cette portion de la prime qui n'a pas donné lieu à garantie doit vous être remboursée par votre assureur en l'absence de sinistre en cours ou de contentieux sur vos quittances. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/prorata-temporis
lexique,QUITTANCE,Reçu délivré par l'assureur prouvant que la prime a bien été payée. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS,https://www.comar.tn/lexique/quittance
lexique,RESILIATION,"La durée de l'assurance est fixée au contrat. Si cette durée excède une année, et sous réserve des dispositions relatives aux assurances sur la vie, l'assuré a le droit de résilier le contrat tous les ans à l'échéance du contrat en prévenant l'assureur au moins deux mois avant la date d'échéance dans l'une des formes de résiliation indiquée au dernier alinéa du présent article. Ce droit de résiliation doit être mentionné dans chaque contrat. A condition qu'il est fait mention au contrat, l'assureur dispose également, dans les mêmes conditions de délai et de",https://www.comar.tn/lexique/resiliation
lexique,RESPONSABILITE CIVILE,"Est civilement responsable, la personne physique (vous) ou morale (une entreprise par exemple) obligée, par la règle de droit, de réparer tout ou partie d'un dommage qu'elle a causé à un tiers. Votre contrat habitation couvre votre responsabilité civile vie privée celle de votre conjoint, de vos enfants, mais aussi celle des animaux dont vous êtes responsable pour les dommages qu'ils pourraient causer à des tiers. Pour l'automobile, la responsabilité civile (ce que l'on appelle ""le tiers"") est obligatoire. Vous êtes obligé de vous assurer pour les dommages que vous pourriez causer à des tiers. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/responsabilite-civile
lexique,RESPONSABILITE PENALE,Cette responsabilité résulte de la violation d'une règle de conduite écrite (imposée par la société) qui a un but répressif et qui vise à maintenir l'ordre public. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS,https://www.comar.tn/lexique/responsabilite-penale
lexique,RISQUE,"Evénement incertain contre la réalisation duquel on s'assure. Par extension, les assureurs appellent risque, le bien sur lequel porte l'assurance. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/risque
lexique,SINISTRE,"C'est le risque qui se réalise: l'incendie, le vol, l'accident... (Voir aussi déclaration). C'est pour vous prémunir de leurs conséquences que vous souscrivez une assurance. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/sinistre
lexique,SOUSCRIPTEUR (ou preneur d'assurance),"Personne physique (vous) ou morale (une entreprise) qui, en signant le contrat, adhère pour elle-même et pour les assurés aux Conditions Générales et Particulières de ce contrat. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/souscripteur-ou-preneur-dassurance
lexique,SUBROGATION,"Lorsque le dommage subi par l'assuré est le fait d'un tiers, l'assureur indemnise son assuré et peut exercer un recours contre le tiers responsable pour son propre compte à concurrence du montant de l'indemnité qu'il a versé. On dit que l'assureur est ""subrogé"" dans les droits et actions de l'assuré contre le tiers responsable. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/subrogation
lexique,TACITE RECONDUCTION,"La majorité des contrats prévoit cette clause qui vous permet de voir renouveler, chaque année, vos contrats sans que vous ayez à en faire expressément la demande. En revanche, n'oubliez pas qu'il faudra faire une demande de résiliation, pour mettre fin à votre contrat. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/tacite-reconduction
lexique,VALEUR A DIRE D'EXPERT,"(automobile) C'est la valeur calculée par l'expert selon des techniques d'évaluation établies et certifiées. Par exemple pour un véhicule, il s'agit de la technique d'évaluation du conseil national de l'Expertise (Bilan technique) : elle est déterminée au prix catalogue au jour du sinistre moins un coefficient de dépréciation (Nombre de mois d'utilisation) - correctif kilométrage, état du véhicule et marché local. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/valeur-dire-dexpert
lexique,VALEUR A NEUF,"(en habitation) La valeur d'usage ne permet pas toujours à l'assuré de reconstruire sans supporter personnellement la charge financière correspondant à la dépréciation (vétusté) du bien endommagé. La majorité des contrats habitations (à vérifier sur votre contrat) prévoient une clause ""Valeur à neuf"" afin que vous soyez indemnisé en valeur de reconstruction au prix du neuf au jour du sinistre. (Attention, cette clause ne s'applique pas à toutes les garanties). N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/valeur-neuf
lexique,VALEUR AGREEE,"C'est la valeur déterminée contractuellement par un expert. Dans le cadre d'un contrat habitation, et au delà d'un certain capital mobilier, il est intéressant pour l'assuré de faire réaliser une expertise par un expert agréé par sa compagnie d'assurances. En effet, les sommes dûes en cas de sinistre seront celles prévues au contrat, expertise à l'appui. A la différence d'un contrat habitation classique dans lequel la valeur assurée fait l'objet de l'application d'une vétusté. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/valeur-agreee
lexique,VALEUR D'USAGE,"(pour du mobilier): C'est la valeur de remplacement du bien au jour du sinistre, vétusté déduite N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/valeur-dusage
lexique,VALEUR DE REMPLACEMENT,"C'est le montant, éventuellement corrigé du taux d'évolution du modèle, qui est nécessaire pour l'achat d'un véhicule de même caractéristique (au jour du sinistre). N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/valeur-de-remplacement
lexique,VALEUR VENALE,C'est le prix auquel le propriétaire aurait pu vendre le véhicule si l'accident ne s'était pas produit. Elle est déterminée selon l'Argus et les frais de remise en état éventuels. C'est la valeur à neuf moins la vétusté. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS,https://www.comar.tn/lexique/valeur-venale
lexique,VEHICULE TERRESTRE A MOTEUR,"Tout véhicule terrestre à moteur est soumis à l'obligation d'assurance. Il est donc essentiel d'en connaître la définition: il s'agit de ""tout engin destiné au transport de personnes ou de choses circulant sur le sol mû par une force motrice quelconque"". N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/vehicule-terrestre-moteur
lexique,VETUSTE,"C'est la dépréciation d'un bien. C'est un abattement contractuel qui est appliqué sur votre indemnité en fonction de l'âge, de l'état, du bien sinistré. Elle est soit, fixée à dire d'expert, soit, appliquée selon les termes de votre contrat qui peut prévoir une clause adaptée. N'hésitez pas à contacter nos conseillers CONTACTEZ-NOUS",https://www.comar.tn/lexique/vetuste
